Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL3955132,,0,475.61,1,5.87,3; LY2922470,CC#C[C@@H](CC(=O)O)c1ccc(OCc2ccc(CN3CCCc4cccc(OC)c43)s2)cc1,EC50,'=',3,nM,8.52,,,UO_0000065,17.92,0.34,2.65,14.45,FALSE,CHEMBL4027546,Agonist activity at human GPR40 receptor expressed in HEK293 cells assessed as increase in intracellular calcium flux after 2.5 hrs measured over 3 mins by calcium 4 dye-based FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4024777,1,Scientific Literature,J Med Chem,2018,CHEMBL3307715,
CHEMBL4072314,,0,489.54,1,5.57,19k,Cc1cccc(C)c1N1CCC(Oc2ccc(N3N=C(C(F)(F)F)[C@@H](C)[C@@H]3CC(=O)O)cc2)CC1,EC50,'=',1340,nM,5.87,,,UO_0000065,12,0.23,0.3,8.98,FALSE,CHEMBL4023129,Agonist activity at human GPR40 expressed in CHOA12 cells assessed as induction of Ca2+ mobilization by FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4020824,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL4097617,,0,428.5,0,4.33,26,COc1ccc(F)c(N2CCC(Oc3ccc(N4CCC[C@@H]4CC(=O)O)cc3)CC2)c1,EC50,'=',1200,nM,5.92,,,UO_0000065,13.82,0.26,1.59,9.51,FALSE,CHEMBL4023129,Agonist activity at human GPR40 expressed in CHOA12 cells assessed as induction of Ca2+ mobilization by FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4020824,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL4105324,,0,509.5,2,5.1,3a,COc1ccc(F)c(N2CCC(Oc3ccc(N4N=C(C(F)(F)F)[C@@H](C)[C@@H]4CC(=O)O)cc3)CC2)c1,EC50,'=',110,nM,6.96,,,UO_0000065,13.66,0.26,1.86,9.33,FALSE,CHEMBL4023129,Agonist activity at human GPR40 expressed in CHOA12 cells assessed as induction of Ca2+ mobilization by FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4020824,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL4101678,,0,494.49,0,4.79,19z,Cc1ccc(F)c(N2CCC(Oc3ccc(N4N=C(C(F)(F)F)[C@@H](C)[C@@H]4CC(=O)O)cc3)CC2)n1,EC50,'=',370,nM,6.43,,,UO_0000065,13.01,0.25,1.64,8.22,FALSE,CHEMBL4023129,Agonist activity at human GPR40 expressed in CHOA12 cells assessed as induction of Ca2+ mobilization by FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4020824,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL2385478,,0,498.59,1,7.25,6,COc1ccc(F)c(-c2ccc(COc3ccc4c(c3)[C@@H]3[C@H](C4)[C@@H]3C(=O)O)cc2C2=CCCC2(C)C)c1,EC50,'>',30000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL2388543,Agonist activity at human FFA1 receptor expressed in CHO cell membranes after 4 hrs by aequorin bioluminescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2384969,1,Scientific Literature,ACS Med. Chem. Lett.,2013,CHEMBL3308072,
CHEMBL2386362,,0,282.31,0,3.55,11,Cc1cccc(C#Cc2ccc(CCC(=O)O)c(F)c2)c1,EC50,'=',22.39,nM,7.65,,,UO_0000065,,,,,FALSE,CHEMBL2389880,Agonist activity at human FFA1 receptor transfected in human 1321N1 cells by calcium mobilization assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,1321-N1,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2384913,1,Scientific Literature,ACS Med. Chem. Lett.,2013,None,
CHEMBL3817889,,0,630.63,2,6.35,4,Cc1cc(OCCOCCNc2ccc([N+](=O)[O-])c3nonc23)ccc1-c1cccc(COc2ccc(CCC(=O)O)c(F)c2)c1,EC50,'=',187,nM,6.73,,,UO_0000065,10.67,0.2,0.38,4.23,FALSE,CHEMBL3820971,Agonist activity at eYFP-tagged FFA1 receptor (unknown origin) expressed in human Flp-In T-REX-293 cells measured for 90 secs by Fura-2 AM dye based calcium mobilization assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Flp-In T-REX-293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3817814,1,Scientific Literature,J. Med. Chem.,2016,None,
CHEMBL3798213,,0,427.47,1,5.48,22c,CCCOc1cc(COc2ccc(CCC(=O)O)c(F)c2)cc(-c2c(C)noc2C)c1,EC50,'=',96.7,nM,7.01,,,UO_0000065,16.41,0.31,1.53,8.58,FALSE,CHEMBL3804270,Agonist activity at human GPR40 expressed in CHO cells by FLIPR calcium flux assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3797066,1,Scientific Literature,Eur. J. Med. Chem.,2016,CHEMBL3308072,
CHEMBL3799274,,0,403.84,1,5.35,11k,Cc1noc(C)c1-c1cc(COc2ccc(CCC(=O)O)c(F)c2)ccc1Cl,EC50,'=',15.9,nM,7.8,,,UO_0000065,19.31,0.38,2.45,10.75,FALSE,CHEMBL3804270,Agonist activity at human GPR40 expressed in CHO cells by FLIPR calcium flux assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3797066,1,Scientific Literature,Eur. J. Med. Chem.,2016,CHEMBL3308072,
CHEMBL3800362,,0,383.42,1,5,11b,Cc1cc(COc2ccc(CCC(=O)O)c(F)c2)cc(-c2c(C)noc2C)c1,EC50,'=',12,nM,7.92,,,UO_0000065,20.66,0.39,2.92,10.92,FALSE,CHEMBL3804270,Agonist activity at human GPR40 expressed in CHO cells by FLIPR calcium flux assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3797066,1,Scientific Literature,Eur. J. Med. Chem.,2016,CHEMBL3308072,
CHEMBL3799946,,0,369.39,0,4.69,11a,Cc1noc(C)c1-c1cccc(COc2ccc(CCC(=O)O)c(F)c2)c1,EC50,'=',24.8,nM,7.61,,,UO_0000065,20.59,0.38,2.92,10.48,FALSE,CHEMBL3804270,Agonist activity at human GPR40 expressed in CHO cells by FLIPR calcium flux assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3797066,1,Scientific Literature,Eur. J. Med. Chem.,2016,CHEMBL3308072,
CHEMBL3754524,,0,442.52,1,5.28,13d,COc1cccc(-c2cccc(COc3ccc([C@H](CC(=O)O)c4nccn4C)cc3)c2)c1,EC50,,,,,,Not Determined,,,,,,FALSE,CHEMBL3756705,Partial agonist activity at human GPR40 expressed in CHO cells measured over 20 secs interval by luminometric analysis in presence of 100% human serum,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3751835,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016,CHEMBL3308072,
CHEMBL2048612,,0,408.47,1,5.71,12,COc1cc(COc2ccc(CCC(=O)O)c(F)c2)cc(-c2c(C)cccc2C)c1,EC50,,,,,,Not Determined,,,,,,FALSE,CHEMBL2051554,Agonist activity at human GPR40 receptor expressed in CHO cells assessed as increase in intracellular calcium level for 90 secs by FLIPR assay in the presence of 0.1% BSA,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2046346,1,Scientific Literature,J. Med. Chem.,2012,CHEMBL3308072,
CHEMBL3616652,,0,333.32,0,2.7,13,CC(Oc1ccccc1)C(=O)Nc1ccc(OCC(=O)O)c(F)c1,EC50,'=',135.3,nM,6.87,,,UO_0000065,20.61,0.39,4.17,8.09,FALSE,CHEMBL3619606,Agonist activity at human FFA1 expressed in CHO cells assessed as induction of receptor activation by measuring Ca2+influx incubated for by FLIPR method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3616472,1,Scientific Literature,Bioorg. Med. Chem.,2015,CHEMBL3308072,
CHEMBL3616659,,0,347.34,0,2.87,20,CCc1ccc(OCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)cc1,EC50,,,,,,Not Determined,,,,,,FALSE,CHEMBL3619606,Agonist activity at human FFA1 expressed in CHO cells assessed as induction of receptor activation by measuring Ca2+influx incubated for by FLIPR method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3616472,1,Scientific Literature,Bioorg. Med. Chem.,2015,CHEMBL3308072,
CHEMBL3616662,,0,375.4,0,3.6,23,CC(C)(C)c1cccc(OCC(=O)Nc2ccc(OCC(=O)O)c(F)c2)c1,EC50,'=',121.7,nM,6.92,,,UO_0000065,18.42,0.35,3.31,8.15,FALSE,CHEMBL3619606,Agonist activity at human FFA1 expressed in CHO cells assessed as induction of receptor activation by measuring Ca2+influx incubated for by FLIPR method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3616472,1,Scientific Literature,Bioorg. Med. Chem.,2015,CHEMBL3308072,
CHEMBL3616669,,0,401.31,0,3.71,31,CC(Oc1cccc(C(F)(F)F)c1)C(=O)Nc1ccc(OCC(=O)O)c(F)c1,EC50,,,,,,Not Determined,,,,,,FALSE,CHEMBL3619606,Agonist activity at human FFA1 expressed in CHO cells assessed as induction of receptor activation by measuring Ca2+influx incubated for by FLIPR method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3616472,1,Scientific Literature,Bioorg. Med. Chem.,2015,CHEMBL3308072,
CHEMBL4439462,,0,460.55,1,6.78,11,COc1ccc(F)c(-c2ccc3c(c2)CC[C@H]3Oc2cccc([C@H](C3CC3)[C@@H](C)C(=O)O)c2)c1,EC50,'=',59,nM,7.23,,,UO_0000065,15.7,0.29,0.45,12.96,FALSE,CHEMBL4388891,Positive allosteric modulation of recombinant human GPR40 expressed in HEK293 cells assessed as increase in [3H]-myo-inositol phosphate accumulation measured after 60 mins in absence of human serum by microbeta counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4387733,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3307715,
CHEMBL4581212,,0,461.53,1,6.18,17,COc1ccc(F)c(-c2ccc3c(n2)CC[C@H]3Oc2cccc([C@H](C3CC3)[C@H](C)C(=O)O)c2)c1,EC50,'=',151,nM,6.82,,,UO_0000065,14.78,0.27,0.64,9.94,FALSE,CHEMBL4388891,Positive allosteric modulation of recombinant human GPR40 expressed in HEK293 cells assessed as increase in [3H]-myo-inositol phosphate accumulation measured after 60 mins in absence of human serum by microbeta counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4387733,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3307715,
CHEMBL4227915,,0,371.4,0,4.69,3,[2H]C([2H])(Cc1ccc(OCc2cccc(-c3c(C)noc3C)c2)cc1F)C(=O)O,EC50,'=',37.4,nM,7.43,,,UO_0000065,20.11,0.38,2.74,10.24,FALSE,CHEMBL4340043,Agonist activity at human FFA1 receptor expressed in CHO cells assessed as increase in intracellular calcium levels measured for 1 hr by Fluo 4-AM dye based FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4339214,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308072,
CHEMBL3752274,,0,446.93,1,5.93,13h,Cn1ccnc1[C@@H](CC(=O)O)c1ccc(OCc2cccc(-c3ccccc3Cl)c2)cc1,EC50,'=',56000,nM,4.25,,,UO_0000065,9.51,0.18,-1.68,6.61,FALSE,CHEMBL3756705,Partial agonist activity at human GPR40 expressed in CHO cells measured over 20 secs interval by luminometric analysis in presence of 100% human serum,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3751835,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016,CHEMBL3308072,
CHEMBL3752807,,0,440.54,1,5.84,13i,CCc1ccccc1-c1cccc(COc2ccc([C@H](CC(=O)O)c3nccn3C)cc2)c1,EC50,'=',48,nM,7.32,,,UO_0000065,16.61,0.3,1.48,11.37,FALSE,CHEMBL3755626,Partial agonist activity at human GPR40 expressed in CHO cells measured over 20 secs interval by luminometric analysis in presence of 0.01% human serum albumin,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3751835,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016,CHEMBL3308072,
CHEMBL3753265,,0,426.52,1,5.58,13g,Cc1ccccc1-c1cccc(COc2ccc([C@H](CC(=O)O)c3nccn3C)cc2)c1,EC50,'=',43,nM,7.37,,,UO_0000065,17.27,0.31,1.79,11.45,FALSE,CHEMBL3755626,Partial agonist activity at human GPR40 expressed in CHO cells measured over 20 secs interval by luminometric analysis in presence of 0.01% human serum albumin,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3751835,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016,CHEMBL3308072,
CHEMBL3752557,,0,477.48,1,6.95,8e,O=C(O)CC(c1ccncc1)c1ccc(OCc2cccc(-c3ccc(C(F)(F)F)cc3)c2)cc1,EC50,'=',190,nM,6.72,,,UO_0000065,14.08,0.26,-0.23,11.31,FALSE,CHEMBL3755625,Partial agonist activity at human GPR40 expressed in CHO cells measured over 20 secs interval by luminometric analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3751835,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016,CHEMBL3308072,
CHEMBL3759133,,0,392.27,0,3.92,11b,O=C1NC(=O)C(Cc2ccc(OCc3ccc(Br)cc3)cc2)S1,EC50,'=',23120,nM,4.64,,,UO_0000065,11.82,0.28,0.72,8.37,FALSE,CHEMBL3760345,Agonist activity at human FFAR1 expressed in CHO-K1 cells assessed as calcium flux measured for 100 secs by FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO-K1,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3758151,1,Scientific Literature,Eur. J. Med. Chem.,2016,CHEMBL3307512,
CHEMBL3759467,,0,389.48,0,4.83,1a,O=C1NC(=O)C(Cc2ccc(OCc3cccc(-c4ccccc4)c3)cc2)S1,EC50,'=',9910,nM,5,,,UO_0000065,12.85,0.24,0.17,9.03,FALSE,CHEMBL3760345,Agonist activity at human FFAR1 expressed in CHO-K1 cells assessed as calcium flux measured for 100 secs by FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO-K1,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3758151,1,Scientific Literature,Eur. J. Med. Chem.,2016,CHEMBL3307512,
CHEMBL598935,,0,317.34,0,3.51,C,O=C1NC(=O)C(Cc2ccc(Oc3ccc(F)cc3)cc2)S1,EC50,'=',500,nM,6.3,,,UO_0000065,19.86,0.39,2.79,11.37,FALSE,CHEMBL3760347,Partial agonist activity at human GPR40 expressed in CHO cells assessed as fatty acid-induced calcium mobilization by FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3758151,1,Scientific Literature,Eur. J. Med. Chem.,2016,CHEMBL3308072,
CHEMBL4074547,,0,351.41,0,3.62,5a,Cc1cccc(C)c1-c1cccc(OCn2cc(CCC(=O)O)nn2)c1,EC50,'=',32200,nM,4.49,,,UO_0000065,12.78,0.24,0.87,5.82,FALSE,CHEMBL4010812,Agonist activity at human GPR40 expressed in CHO cells assessed as increase in intracellular Ca2+ flux by Fluo 4-AM dye based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4007473,1,Scientific Literature,J Med Chem,2017,None,
CHEMBL4207232,,0,470.46,0,2.68,5o,CCOC(=O)c1ccc(NC(=O)c2nnc(C(=O)Nc3ccc(OCC(=O)O)cc3)s2)cc1,EC50,'>',10000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL4194240,Agonist activity at human GPR40/FFA1 expressed in CHO cells assessed as increase in calcium flux at 1 uM by Fluo-8 AM dye based FLIPR method,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4190352,1,Scientific Literature,Eur J Med Chem,2017,None,
CHEMBL4217511,,0,426.45,0,3.12,5j,Cc1ccc(NC(=O)c2nnc(C(=O)Nc3ccc(OCC(=O)O)cc3)s2)cc1C,EC50,'>',10000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL4194240,Agonist activity at human GPR40/FFA1 expressed in CHO cells assessed as increase in calcium flux at 1 uM by Fluo-8 AM dye based FLIPR method,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4190352,1,Scientific Literature,Eur J Med Chem,2017,None,
CHEMBL4213095,,0,428.43,0,2.51,5h,COc1cccc(NC(=O)c2nnc(C(=O)Nc3ccc(OCC(=O)O)cc3)s2)c1,EC50,'>',10000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL4194240,Agonist activity at human GPR40/FFA1 expressed in CHO cells assessed as increase in calcium flux at 1 uM by Fluo-8 AM dye based FLIPR method,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4190352,1,Scientific Literature,Eur J Med Chem,2017,None,
CHEMBL4217742,,0,401.88,0,4.05,4r,O=C(O)CCc1ccc(NC(=O)c2nnc(Cc3cccc(Cl)c3)s2)cc1,EC50,'=',2390,nM,5.62,,,UO_0000065,,,,,FALSE,CHEMBL4194240,Agonist activity at human GPR40/FFA1 expressed in CHO cells assessed as increase in calcium flux at 1 uM by Fluo-8 AM dye based FLIPR method,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4190352,1,Scientific Literature,Eur J Med Chem,2017,None,
CHEMBL4203929,,0,492,1,5.84,4m,O=C(O)CCc1ccc(NC(=O)c2nnc(CC(c3ccccc3)c3ccc(Cl)cc3)s2)cc1,EC50,'=',2710,nM,5.57,,,UO_0000065,,,,,FALSE,CHEMBL4194240,Agonist activity at human GPR40/FFA1 expressed in CHO cells assessed as increase in calcium flux at 1 uM by Fluo-8 AM dye based FLIPR method,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4190352,1,Scientific Literature,Eur J Med Chem,2017,None,
CHEMBL4288499,,0,360.38,0,3.62,20a,COc1ccc2c(c1)OC(COc1ccc(CCC(=O)O)c(F)c1)CC2,EC50,'=',2110,nM,5.68,,,UO_0000065,,,,,FALSE,CHEMBL4265206,Agonist activity at human GPR40 expressed in human HEK293 cells assessed as increase in intracellular calcium flux after 10 mins by fluorescence assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4261634,1,Scientific Literature,Bioorg Med Chem,2018,None,
CHEMBL4294530,,0,429.86,0,3.29,32e,Cn1nncc1C(CC(=O)O)c1ccc(OCC2COc3ccc(Cl)cc3O2)cc1,EC50,'=',3870,nM,5.41,,,UO_0000065,,,,,FALSE,CHEMBL4265206,Agonist activity at human GPR40 expressed in human HEK293 cells assessed as increase in intracellular calcium flux after 10 mins by fluorescence assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4261634,1,Scientific Literature,Bioorg Med Chem,2018,None,
CHEMBL4240026,,0,499.49,1,5.13,3,Cc1cc(OCCCO[N+](=O)[O-])cc(C)c1-c1cccc(COc2ccc(OCC(=O)O)c(F)c2)c1,EC50,'=',61.5,nM,7.21,,,UO_0000065,,,,,FALSE,CHEMBL4235457,Agonist activity at human FFA1 receptor expressed in CHO cells assessed as increase in intracellular calcium levels measured for 90 secs by Fluo 4-AM dye based FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4229508,1,Scientific Literature,Bioorg Med Chem,2018,None,
CHEMBL4162561,,0,500.57,1,4.95,15a,CC#CC(CC(=O)O)c1ccc(OCc2ccc(C(=O)N3CCN(c4ccc(F)cc4)CC3)cc2)cc1,EC50,'=',114,nM,6.94,,,UO_0000065,,,,,FALSE,CHEMBL4154326,Agonist activity at human GPR40 expressed in HEK293 cells assessed as increase in calcium mobilization by Fluo-8 dye based fluorescence assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4152239,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4205537,,0,421.47,0,3.69,34,Cc1nc(-c2ccccc2F)sc1COc1ccc(S(=O)(=O)CC(=O)O)cc1,EC50,'=',549.54,nM,6.26,,,UO_0000065,,,,,FALSE,CHEMBL4192356,Agonist activity at human FFA1 receptor expressed in CHO cells assessed as increase in intracellular calcium flux by Fluo 4AM dye-based FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4190257,1,Scientific Literature,Eur J Med Chem,2017,None,
CHEMBL4209491,,0,430.91,0,4.75,25,Cc1ccc(-c2cccc(COc3ccc(S(=O)(=O)CC(=O)O)cc3)c2)c(Cl)c1,EC50,'=',36.31,nM,7.44,,,UO_0000065,,,,,FALSE,CHEMBL4192356,Agonist activity at human FFA1 receptor expressed in CHO cells assessed as increase in intracellular calcium flux by Fluo 4AM dye-based FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4190257,1,Scientific Literature,Eur J Med Chem,2017,None,
CHEMBL4214140,,0,378.49,1,5.73,3,Cc1cccc(C)c1-c1cccc(COc2ccc(SCC(=O)O)cc2)c1,EC50,'=',194.98,nM,6.71,,,UO_0000065,,,,,FALSE,CHEMBL4192356,Agonist activity at human FFA1 receptor expressed in CHO cells assessed as increase in intracellular calcium flux by Fluo 4AM dye-based FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4190257,1,Scientific Literature,Eur J Med Chem,2017,None,
CHEMBL4281133,,0,372.85,0,4.77,1,CC#C[C@@H](CC(=O)O)c1ccc(OCCCOc2cccc(Cl)c2)cc1,EC50,'=',10,nM,8,,,UO_0000065,,,,,FALSE,CHEMBL4269170,Agonist activity at FFA1 (unknown origin),F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4265981,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4288513,,0,404.46,1,5.15,13,O=C(O)CC1COc2cc(OCCCOc3cccc(-c4ccccc4)c3)ccc21,EC50,'=',2760,nM,5.56,,,UO_0000065,,,,,FALSE,CHEMBL4269157,Agonist activity at human FFA1 expressed in CHO cells assessed as increase in intracellular Ca2+ flux after 1 hr by Fluo4-AM dye based FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4265981,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4206445,,0,464.59,1,6.32,1,CC#C[C@@H](Cc1nnn[nH]1)c1ccc(OCc2ccc3scc(-c4ccccc4C)c3c2)cc1,EC50,'=',9,nM,8.05,,,UO_0000065,,,,,FALSE,CHEMBL4184698,Agonist activity at human GPR40 assessed as increase in intracellular calcium flux by cell based FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4184098,1,Scientific Literature,Bioorg Med Chem Lett,2018,None,
